"CÓDIGO SIGEP","NOMBRE DE LA ENTIDAD","NIT","ORDEN","SUBORDEN","REGIÓN PND","CÓDIGO DIVIPOLA DEPARTAMENTO","DEPARTAMENTO","CÓDIGO DIVIPOLA MUNICIPIO","MUNICIPIO","CLASIFICACIÓN ORGÁNICA","SECTOR","NIVEL","TIPO DE VINCULACIÓN","NATURALEZA JURÍDICA","LONGITUD","LATITUD","AÑO","MES","FUENTE","GENERO: HOMBRE","GENERO: MUJER","NIVEL EDUCATIVO: PRIMARIA","NIVEL EDUCATIVO: SECUNDARIA","NIVEL EDUCATIVO: TÉCNICA-TECNOLÓGICA","NIVEL EDUCATIVO: PROFESIONAL","NIVEL EDUCATIVO: ESPECIALIZACIÓN","NIVEL EDUCATIVO: MAESTRÍA","NIVEL EDUCATIVO: DOCTORADO","NIVEL EDUCATIVO: SIN DATOS","EDAD: MENOR O IGUAL A 29","EDAD: 30-39","EDAD: 40-49","EDAD: 50-62","EDAD: 63 Y MAS","EXPERIENCIA LABORAL: MENOR A 1 AÑO","EXPERIENCIA LABORAL: DE 1 A 10 AÑOS","EXPERIENCIA LABORAL: DE 11 A 20 AÑOS","EXPERIENCIA LABORAL: DE 21 A 30 AÑOS","EXPERIENCIA LABORAL: DE 31 A 40 AÑOS","EXPERIENCIA LABORAL: MAYOR A 40 AÑOS","EXPERIENCIA LABORAL: SIN DATOS","SALARIO MENSUAL PROMEDIO"
"00582","ALCALDIA DE FLORIDA","800100519","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","28","31","0","14","0","23","11","4","0","1","0","17","13","26","3","23","9","9","9","5","7","0","1.664.809,22"
"00583","ALCALDIA DE FOMEQUE","8599999364","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","11","14","1","5","0","5","8","2","0","0","1","9","8","6","1","12","6","2","2","1","2","0","2.975.982,55"
"00584","ALCALDIA DE FORTUL","800136069","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","6","11","1","3","0","5","5","0","0","0","1","4","6","5","1","6","4","4","4","1","2","0","1.987.117,65"
"00585","ALCALDIA DE FOSCA","899999420","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","12","4","3","4","0","3","0","0","0","4","0","3","6","6","1","3","5","3","3","3","0","0","1.359.399,44"
"00586","ALCALDIA DE FRANCISCO PIZARRO","800099085","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","1","2","0","0","0","2","0","0","0","1","0","1","2","0","0","1","0","0","0","0","0","0","2.445.197"
"00587","ALCALDIA DE FREDONIA","890980848","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","35","24","5","32","0","7","5","1","0","5","4","6","9","31","9","27","6","4","4","5","3","0","1.533.202,25"
"00588","ALCALDIA DE FRESNO","800100056","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","15","19","0","11","0","13","6","1","0","0","2","13","7","10","2","15","5","3","3","4","6","0","2.651.013,79"
"00589","ALCALDIA DE FRONTINO","890983706","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","8","14","0","3","0","7","6","1","0","2","0","5","8","7","2","5","7","5","5","3","1","0","2.025.818,18"
"00590","ALCALDIA DE FUENTE DE ORO","892099183","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","14","18","2","12","0","8","3","0","0","1","1","7","10","10","4","12","2","8","8","4","1","0","1.621.380,13"
"00591","ALCALDIA DE FUNDACION","891780045","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","7","9","0","2","0","7","4","0","0","0","0","2","5","7","2","8","6","1","1","1","0","0","2.167.820,31"
"00592","ALCALDIA DE FUNZA","899999433","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","124","133","1","62","0","50","89","28","2","0","13","73","98","63","10","115","70","42","42","14","12","0","4.874.579,71"
"00593","ALCALDIA DE FUQUENE","899999323","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","11","7","3","3","0","5","1","0","0","6","0","4","2","8","4","1","4","4","4","1","1","0","1.396.307,72"
"00594","ALCALDIA DE FUSAGASUGA","890680008","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","127","181","6","47","0","71","98","40","2","3","13","77","78","110","30","87","78","50","50","38","33","0","2.000.017,4"
"00595","ALCALDIA DE GACHALA","800094671","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","18","21","0","15","0","11","6","2","0","0","6","5","11","10","7","11","14","4","4","4","4","0","2.594.825,74"
"00596","ALCALDIA DE GACHANCIPA","899999419","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","24","21","3","13","0","18","7","1","0","0","1","9","15","16","4","15","12","11","11","4","2","0","1.604.966,29"
"00597","ALCALDIA DE GACHANTIVA","800020045","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","15","6","0","1","0","3","7","0","0","9","0","2","9","8","2","4","4","1","1","1","2","0","1.463.579,12"
"00598","ALCALDIA DE GACHETA","899999331","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","DESCENTRALIZADO","NO APLICA","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","15","16","2","7","0","7","12","2","0","0","2","7","9","11","2","14","9","3","3","2","1","0","1.993.715,77"
"00599","ALCALDIA DE GALAN","890206722","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","5","5","0","0","0","5","5","0","0","0","1","6","2","1","0","4","2","2","2","2","0","0","2.021.725,1"
"00600","ALCALDIA DE GALAPA","890102472","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","10","17","0","7","0","8","8","2","0","2","0","6","6","11","4","3","10","6","6","3","3","0","1.777.467,26"
"00601","ALCALDIA DE GALERAS","800049826","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","18","17","0","6","0","17","10","0","0","0","3","11","10","8","3","16","4","3","3","6","1","0","2.537.987,35"
"00602","ALCALDIA DE GAMA","800094684","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","11","8","3","8","0","2","1","0","0","0","0","1","3","10","5","2","4","3","3","6","4","0","1.229.796"
"00603","ALCALDIA DE GAMARRA","800096595","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","20","21","0","10","0","11","8","0","0","5","1","18","12","5","5","14","5","3","3","1","0","0","1.772.067,24"
"00604","ALCALDIA DE GAMBITA - SANTANDER","800099691","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","3","2","0","3","0","0","1","0","0","1","0","0","4","1","0","0","3","1","1","0","0","0","1.323.205,8"
"00605","ALCALDIA DE GAMEZA","891857764","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","3","1","1","0","0","0","3","0","0","0","0","0","1","2","1","1","0","0","0","1","1","0","1.839.820"
"00606","ALCALDIA DE GARAGOA","800025608","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","10","22","1","5","0","10","9","1","0","0","0","5","16","10","1","10","8","3","3","4","4","0","1.688.752,94"
"00607","ALCALDIA DE GARZON","892115198","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","46","43","1","19","0","29","22","6","0","0","4","30","25","26","4","25","29","11","11","14","3","0","3.766.262,49"
"00608","ALCALDIA DE GENOVA","890000864","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","6","15","0","2","0","10","4","1","0","0","2","10","5","3","1","9","3","2","2","1","1","0","2.202.208,19"
"00609","ALCALDIA DE GIGANTE","891180176","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","9","11","0","4","0","10","5","0","0","0","0","4","6","8","2","9","3","2","2","3","1","0","3.163.233,05"
"00610","ALCALDIA DE GIRALDO","890983786","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","13","10","3","1","0","5","5","0","0","3","0","4","7","10","2","4","6","1","1","2","0","0","2.075.628,83"
"00611","ALCALDIA DE GIRARDOT","890680378","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","151","128","13","108","0","52","55","13","0","17","9","54","64","112","40","68","72","39","39","56","33","0","1.829.575,36"
"00612","ALCALDIA DE GIRARDOTA","890980807","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","47","64","3","22","0","26","32","7","0","0","5","25","27","45","9","50","30","12","12","12","7","0","2.870.829,92"
"00613","ALCALDIA DE GOMEZ PLATA","890983938","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","10","12","0","4","0","7","7","1","0","0","1","4","8","9","0","8","6","3","3","2","3","0","2.505.137,86"
"00614","ALCALDIA DE GONZALEZ","800096597","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","5","10","0","1","0","9","2","1","0","0","0","0","7","7","1","1","3","8","8","2","1","0","1.696.622,93"
"00615","ALCALDIA DE GRAMALOTE","890501404","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","8","4","0","2","0","1","1","2","0","3","0","1","2","6","3","1","3","4","4","1","1","0","1.291.241,5"
"00616","ALCALDIA DE GRANADA - ANTIOQUIA","890983728","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","5","5","0","0","0","3","5","1","0","0","1","6","2","1","0","3","1","1","1","2","0","0","2.245.651,9"
"00617","ALCALDIA DE GRANADA - CUNDINAMARCA","832000992","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","7","13","1","5","0","10","4","0","0","0","3","6","8","3","0","7","6","2","2","1","0","0","1.637.233,8"
"00618","ALCALDIA DE GRANADA - META","892099243","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","34","56","1","14","0","23","43","1","0","1","3","35","31","21","0","37","19","9","9","8","8","0","3.725.075,49"
"00619","ALCALDIA DE GUACA","868390208360","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","6","8","0","2","0","3","4","0","0","2","2","4","3","3","2","5","2","2","2","2","0","0","1.459.573,07"
"00620","ALCALDIA DE GUACAMAYAS","800012631","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","3","0","0","0","0","0","1","0","0","2","0","1","1","1","0","0","1","0","0","0","0","0","1.401.918,33"
"00621","ALCALDIA DE GUACHETA","899999362","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","15","20","5","14","0","5","7","0","0","0","5","9","10","8","3","16","5","5","5","3","1","0","1.446.090,4"
"00622","ALCALDIA DE GUADALAJARA DE BUGA","891380033","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","158","128","2","63","0","65","91","26","1","5","8","56","76","117","29","73","68","42","42","43","47","0","4.694.626,24"
"00623","ALCALDIA DE GUADALUPE - ANTIOQUIA","890981162","TERRITORIAL",,,,,,,"MUNICIPAL","NO APLICA","CENTRAL","ADSCRITAS","ALCALDÍA",,,"2025","3","Fuente: Función Pública, SIGEP II Marzo 2025","8","10","0","5","0","5","2","0","0","0","0","5","6","7","0","9","4","2","2","2","0","0","2.401.593,11"
